title,date,price,is_discounted,locals,surface,bathrooms,floor
"Bilocale via Exilles 61, Parella, Torino",25/11/2022,€ 89.000,0,2,50 m²,1,3
"Trilocale via Edoardo Daneo 13, Mirafiori Nord, Torino",28/11/2022,€ 99.000,0,3,82 m²,1,R
"Quadrilocale via Felice Romani 1/C, Gran Madre - Crimea, Torino",02/01/2023,€ 199.000,0,4,80 m²,1,1
"Trilocale via Gaspare Gorresio 40, Lucento, Torino",07/12/2022,€ 149.000,0,3,80 m²,1,5
"Trilocale via Maria Ausiliatrice 52, Aurora, Torino",03/01/2023,€ 106.000,0,3,150 m²,1,T
"Bilocale piazza Tommaso Campanella 9, Parella, Torino",23/12/2022,€ 79.000,0,2,50 m²,1,3
"Quadrilocale corso Unione Sovietica, Mirafiori Sud - Onorato Vigliani, Torino",03/01/2023,€ 324.000,0,4,100 m²,2,11
"Bilocale corso Novara 10, Aurora, Torino",20/12/2022,€ 43.900,0,2,34 m²,1,T
"Trilocale via Grosso Giacomo 16/A, Borgo Vittoria, Torino",27/12/2022,€ 94.000,0,3,78 m²,1,2
"Trilocale via Sospello 115, Borgo Vittoria, Torino",03/01/2023,€ 170.000,0,3,75 m²,1,4
"Trilocale corso Vercelli 129, Barriera di Milano, Torino",01/08/2022,€ 109.000,0,3,85 m²,1,4
"Quadrilocale via Vincenzo Gioberti 73, Crocetta, Torino",22/11/2022,€ 239.000,0,4,83 m²,1,R
"Bilocale via Fidia 20, Pozzo Strada, Torino",07/12/2022,€ 89.000,0,2,62 m²,1,1
"Trilocale via Domodossola 63, Parella, Torino",30/11/2022,€ 99.000,0,3,75 m²,1,1
"Quadrilocale via Monte Rosa 30, Barriera di Milano, Torino",15/06/2022,€ 92.000,0,4,96 m²,1,2
"Appartamento via Saverio Mercadante 74, Barriera di Milano, Torino",15/06/2022,€ 224.000,0,5,154 m²,2,8
"Trilocale via lanzo 117, Barriera di Lanzo, Torino",27/12/2022,€ 109.000,0,3,72 m²,1,1
"Trilocale corso Peschiera 256, Pozzo Strada, Torino",16/11/2022,€ 150.000,0,3,80 m²,1,6
"Bilocale via Morazzone 17, Madonna del Pilone, Torino",09/11/2022,€ 160.000,0,2,60 m²,1,2
"Quadrilocale corso Monte Grappa 82, Parella, Torino",30/12/2022,€ 259.000,0,4,95 m²,1,1
"Trilocale via lemie 32, Madonna di Campagna, Torino",07/12/2022,€ 129.000,0,3,80 m²,1,1
"Trilocale piazza Giampietro Chironi 9, Parella, Torino",24/11/2022,€ 78.000,0,3,70 m²,1,4
"Monolocale via Cesare Balbo 22, Vanchiglia, Torino",03/01/2023,€ 55.000,0,1,25 m²,1,5
"Trilocale via GUBBIO 73/B, Le Vallette, Lucento, Madonna di Campagna, Torino",14/12/2022,€ 75.000,0,3,70 m²,1,1
"Quadrilocale corso Traiano 3, Mirafiori Nord, Torino",02/01/2023,€ 199.000,1,4,100 m²,2,2
"Quadrilocale via Po 9, Giardini Reali, Torino",03/01/2023,€ 649.000,0,4,154 m²,1,4
"Bilocale corso Moncalieri 236, Cavoretto, Torino",02/01/2023,€ 89.000,0,2,47 m²,1,2
"Trilocale via Casalborgone 15, Madonna del Pilone, Torino",03/01/2023,€ 219.000,0,3,78 m²,1,2
"Bilocale via Viterbo 121, Madonna di Campagna, Torino",07/12/2022,€ 49.000,0,2,45 m²,1,2
"Bilocale via Volvera 9, San Paolo, Torino",13/12/2022,€ 99.000,0,2,55 m²,1,4
"Trilocale via Vittorio Asinari di Bernezzo 41, Parella, Torino",05/12/2022,€ 198.000,0,3,80 m²,1,4
"Trilocale via Borgomanero 36, Parella, Torino",22/12/2022,€ 87.000,1,3,70 m²,1,3
"Trilocale via Giovanni da Verazzano 15, Crocetta, Torino",01/12/2022,€ 192.000,0,3,62 m²,1,4
"Bilocale via BALTIMORA 13, Santa Rita, Torino",14/12/2022,€ 100.000,1,2,56 m²,1,6
"Trilocale via luini 81, Madonna di Campagna, Torino",14/12/2022,€ 99.000,0,3,75 m²,1,6
"Quadrilocale corso Casale 50, Gran Madre - Crimea, Torino",02/01/2023,€ 229.000,0,4,90 m²,1,3
"Trilocale via Don Giovanni Bosco 42/A, Don Bosco, Torino",28/10/2022,€ 99.000,0,3,75 m²,1,2
"Bilocale via Piossasco 25, Aurora, Torino",19/12/2022,€ 49.000,0,2,45 m²,1,1
"Attico via Vincenzo Nazzaro 1, Campidoglio, Torino",25/10/2022,€ 259.000,0,4,110 m²,2,6
"Bilocale via Sant'Antonino 66, Pozzo Strada, Torino",16/11/2022,€ 75.000,0,2,45 m²,1,R
"Trilocale via luini 65, Madonna di Campagna, Torino",07/12/2022,€ 119.000,0,3,75 m²,1,5
"Bilocale via Andrea Paris 18, Barriera di Lanzo, Torino",27/12/2022,€ 49.000,0,2,51 m²,1,4
"Trilocale via Candia 15, Barriera di Milano, Torino",15/07/2022,€ 43.900,0,3,58 m²,1,3
"Trilocale corso Bernardino Telesio 22//2, Parella, Torino",22/12/2022,€ 279.000,0,3,100 m²,1,7
"Quadrilocale corso Bramante 89, San Salvario, Torino",27/12/2022,€ 247.000,0,4,94 m²,2,1
"Quadrilocale via Pietro Cossa 107, Parella, Torino",30/12/2022,€ 280.000,0,4,102 m²,2,2
"Quadrilocale via Giovanni Boccaccio 25, Madonna del Pilone, Torino",20/12/2022,€ 259.000,0,4,109 m²,1,2
"Trilocale corso Regina Margherita 92, Vanchiglia, Torino",25/11/2022,€ 139.000,0,3,73 m²,1,2
"Trilocale corso Vercelli 65, Barriera di Milano, Torino",05/07/2022,€ 104.000,0,3,96 m²,1,2
"Trilocale via calvi 7, Barriera di Milano, Torino",30/06/2022,€ 74.900,0,3,68 m²,1,3
"Quadrilocale via Tiepolo 14, San Salvario - Dante, Torino",27/12/2022,€ 279.000,0,4,110 m²,1,1
"Quadrilocale corso Novara 10, Aurora, Torino",23/12/2022,€ 89.900,0,4,95 m²,2,2
"Trilocale corso Traiano 156, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 125.000,0,3,90 m²,1,9
"Bilocale via Duino 184BIS, Mirafiori Sud - Onorato Vigliani, Torino",28/11/2022,€ 75.000,0,2,60 m²,1,6
"Quadrilocale corso Regina Margherita 1/B, Vanchiglia, Torino",03/01/2023,€ 204.000,0,4,110 m²,1,R
"Mansarda via Duchessa Jolanda 12, Cit Turin, Torino",24/03/2022,€ 69.000,0,1,20 m²,1,4
"Bilocale corso Regina Margherita 92, Vanchiglia, Torino",03/01/2023,€ 105.000,0,2,55 m²,1,5
"Appartamento via Vitaliano Donati 17, Centro, Torino",13/12/2022,€ 900.000,0,5+,237 m²,3,4
"Loft via Principe Tommaso 9, San Salvario - Baretti, Torino",01/12/2022,€ 150.000,0,2,67 m²,1,T - R
"Trilocale via Crissolo 21, Cenisia, Torino",30/12/2022,€ 159.000,0,3,70 m²,1,2
"Appartamento via Giovanni Servais 11, Parella, Torino",26/11/2022,€ 250.000,0,5,85 m²,2,T
"Bilocale via venaria 51, Madonna di Campagna, Torino",27/12/2022,€ 74.000,0,2,55 m²,1,3
"Bilocale via Nicola Fabrizi 140, Parella, Torino",13/12/2022,€ 110.000,0,2,65 m²,1,4
"Bilocale via Domodossola 16, Parella, Torino",25/11/2022,€ 89.000,0,2,50 m²,1,2
"Bilocale via BUENOS AIRES 17, Santa Rita, Torino",26/07/2022,€ 98.000,0,2,53 m²,1,5
"Bilocale via Luigi Palma di Cesnola 56, Mirafiori Nord, Torino",03/01/2023,€ 75.000,0,2,63 m²,1,3
"Trilocale corso Cosenza 76, Santa Rita, Torino",03/01/2023,€ 130.000,0,3,70 m²,1,R
"Appartamento via Pietro Bagetti 24, Cit Turin, Torino",30/12/2022,€ 670.000,0,5,152 m²,2,1
"Quadrilocale via Onorato Vigliani 136, Mirafiori Sud - Onorato Vigliani, Torino",03/01/2023,€ 179.000,0,4,100 m²,1,7
"Mansarda corso Regina Margherita 144, Aurora, Torino",20/09/2022,€ 220.000,0,4,100 m²,2,3
"Quadrilocale corso orbassano 191/22, Santa Rita, Torino",03/12/2022,€ 235.000,0,4,125 m²,1,7
"Trilocale corso Casale 114, Madonna del Pilone, Torino",03/01/2023,€ 99.000,1,3,70 m²,1,3
"Bilocale via foligno, Lucento, Torino",06/12/2022,€ 42.000,0,2,40 m²,1,5
"Trilocale corso Peschiera 273, Pozzo Strada, Torino",19/12/2022,€ 159.000,0,3,90 m²,1,4
"Quadrilocale via Lombriasco 4, Cenisia, Torino",14/10/2022,€ 109.000,0,4,101 m²,1,T
"Bilocale corso San Maurizio 51, Vanchiglia, Torino",03/01/2023,€ 149.000,0,2,46 m²,1,2
"Quadrilocale piazza Pietro Francesco Guala 136, Mirafiori Sud - Onorato Vigliani, Torino",25/11/2022,€ 189.000,0,4,100 m²,1,2
"Bilocale piazza Nazario Sauro 16/B, Lucento, Torino",07/12/2022,€ 89.000,0,2,61 m²,1,2
"Quadrilocale corso Germano Sommeiller 29, Crocetta, Torino",01/12/2022,€ 299.000,0,4,90 m²,1,3
"Trilocale via Sapri 54/57, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 119.000,0,3,80 m²,1,3
"Trilocale via Onorato Vigliani 221, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 102.000,0,3,85 m²,1,R
"Bilocale via Monferrato 4, Gran Madre - Crimea, Torino",02/01/2023,€ 199.000,0,2,50 m²,1,1
"Bilocale via Nicola Fabrizi 140, Parella, Torino",24/11/2022,€ 115.000,0,2,60 m²,1,1
"Quadrilocale via Nicola Porpora 44, Regio Parco, Torino",28/11/2022,€ 139.000,0,4,130 m²,1,6
"Bilocale via Pietro Cossa 64, Parella, Torino",16/09/2022,€ 40.000,0,2,40 m²,1,3
"Bilocale corso Orbassano 191/8, Santa Rita, Torino",18/11/2022,€ 167.000,0,2,61 m²,2,7
"Appartamento Strada del Bellardo 113, Madonna del Pilone, Sassi, Torino",13/12/2022,€ 570.000,0,5,205 m²,2,1
"Mansarda via Gonin 11, Centro Europa, Torino",17/11/2022,€ 135.000,0,3,90 m²,1,3
"Trilocale piazza Bengasi 13, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 169.000,0,3,90 m²,1,2
"Appartamento via Paolo Sacchi 42, Crocetta, San Secondo, Torino",13/12/2022,€ 569.000,0,5+,188 m²,2,3
"Attico corso Vercelli 10, Aurora, Torino",29/12/2022,€ 520.000,0,5+,180 m²,2,4
"Appartamento via Madama Cristina 111, San Salvario, Torino",27/12/2022,€ 359.000,0,5,120 m²,2,1
"Trilocale piazza Tommaso Campanella 7, Parella, Torino",29/12/2022,€ 129.000,1,3,75 m²,1,6
"Appartamento corso Regina Margherita 1/BIS, Vanchiglia, Torino",03/01/2023,€ 599.000,0,5,122 m²,2,1
"Bilocale via Emilio Brusa 48, Lucento, Torino",16/12/2022,€ 32.000,0,2,50 m²,1,4
"Trilocale via Carlo Capelli 78, Parella, Torino",03/01/2023,€ 150.000,0,3,75 m²,1,1
"Bilocale via foligno 63, Madonna di Campagna, Torino",06/12/2022,€ 33.000,0,2,40 m²,1,2
"Quadrilocale via Gianfrancesco Fiochetto 33, Aurora, Torino",05/05/2022,€ 209.000,0,4,89 m²,1,2
"Bilocale via GRADISCA 78, Santa Rita, Torino",22/12/2022,€ 75.000,0,2,53 m²,1,2
"Quadrilocale via SAN MARINO 73, Santa Rita, Torino",19/12/2022,€ 210.000,0,4,109 m²,1,1
"Trilocale corso Filippo Brunelleschi 173, Pozzo Strada, Torino",29/12/2022,€ 179.000,0,3,100 m²,1,10
"Trilocale via scarlatti 34, Barriera di Milano, Torino",09/12/2022,€ 39.900,0,3,50 m²,1,2
"Trilocale corso Giulio Cesare 177, Rebaudengo, Torino",29/11/2022,€ 99.000,0,3,75 m²,1,6
"Trilocale via Madama Cristina 18, San Salvario - Baretti, Torino",07/12/2022,€ 99.000,0,3,75 m²,2,1
"Appartamento via Piacenza 6/g, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 284.000,0,5,130 m²,1,1
"Bilocale corso Monte Grappa 11, Parella, Torino",23/12/2022,€ 78.000,0,2,60 m²,1,R
"Bilocale via Filippo Acciarini 15, Santa Rita, Torino",02/01/2023,€ 68.000,0,2,65 m²,1,3
"Trilocale via Francesco De Sanctis 111, Pozzo Strada, Torino",18/07/2022,€ 123.000,0,3,75 m²,1,4
"Quadrilocale via luini 159, Lucento, Torino",07/12/2022,€ 99.000,0,4,90 m²,1,5
"Appartamento corso Canonico Giuseppe Allamano, Città Giardino, Torino",02/04/2022,€ 268.000,0,5,120 m²,2,6
"Quadrilocale via Ghemme 28, Parella, Torino",30/12/2022,€ 168.000,0,4,92 m²,1,4
"Loft piazza Tommaso Campanella 23, Parella, Torino",25/11/2022,€ 79.000,0,4,165 m²,1,T
"Quadrilocale via Alessandro Carroccio 13, Madonna di Campagna, Torino",14/11/2022,€ 207.000,0,4,91 m²,2,
"Bilocale via Salbertrand 42, Parella, Torino",12/12/2022,€ 29.000,0,2,35 m²,1,T
"Trilocale via Gorizia 197, Santa Rita, Torino",10/12/2022,€ 125.000,0,3,75 m²,1,7
"Bilocale via Forlì 151/A, Lucento, Torino",07/12/2022,€ 73.000,0,2,60 m²,1,2
"Trilocale via Spalato 51, San Paolo, Torino",17/06/2022,€ 189.000,0,3,88 m²,1,4
"Quadrilocale via FILADELFIA 229, Santa Rita, Torino",17/10/2022,€ 135.000,0,4,119 m²,1,1
"Monolocale via Pietro Cossa 52/11, Parella, Torino",10/12/2022,€ 42.000,0,1,25 m²,1,T
"Trilocale corso Filippo Brunelleschi 143/D, Pozzo Strada, Torino",24/11/2022,€ 129.000,0,3,75 m²,1,2
"Trilocale via Pianezza 6, Lucento, Torino",18/10/2022,€ 67.000,0,3,65 m²,1,6
"Appartamento via Pietro Palmieri 49, Cit Turin, Torino",02/12/2022,€ 395.000,0,5,123 m²,1,3
"Monolocale corso Fiume 17, Gran Madre - Crimea, Torino",02/01/2023,€ 105.000,0,1,30 m²,1,S
"Bilocale via foligno 105, Lucento, Torino",07/12/2022,€ 79.000,0,2,60 m²,1,4
"Trilocale via Rochemolles 20, Parella, Torino",30/12/2022,€ 78.000,0,3,70 m²,1,5
"Trilocale corso Peschiera 309, Pozzo Strada, Torino",08/11/2022,€ 189.000,0,3,80 m²,1,9
"Quadrilocale corso Bernardino Telesio 121, Parella, Torino",28/12/2022,€ 350.000,0,4,115 m²,2,1
"Trilocale via Lauro Rossi 36/16, Barriera di Milano, Torino",03/01/2023,€ 69.000,0,3,75 m²,1,2
"Bilocale via Refrancore 75, Madonna di Campagna, Torino",29/11/2022,€ 43.000,0,2,50 m²,1,R
"Bilocale via Vittorio Asinari di Bernezzo 91/b, Parella, Torino",14/12/2022,€ 75.000,0,2,50 m²,1,5
"Bilocale via Cesana 25, Cenisia, Torino",29/07/2022,€ 105.000,0,2,35 m²,1,3
"Bilocale Strada del Portone, Mirafiori Sud - Strada del Drosso, Torino",16/07/2022,€ 129.000,0,2,60 m²,1,6
"Appartamento via Vittorio Bottego 8, Crocetta, Torino",28/12/2022,€ 199.000,0,5,120 m²,1,R
"Trilocale corso Luigi Kossuth 56, Madonna del Pilone, Torino",03/01/2023,€ 176.000,0,3,64 m²,1,2
"Trilocale via Romagnano 6, Parella, Torino",26/11/2022,€ 129.000,0,3,80 m²,1,3
"Trilocale via Villarbasse 26, San Paolo, Torino",13/12/2022,€ 149.000,0,3,70 m²,1,T
"Bilocale via San Bernardino 32, San Paolo, Torino",05/08/2022,€ 115.000,0,2,60 m²,1,T
"Quadrilocale corso Moncalieri 252, Cavoretto, Torino",02/01/2023,€ 239.000,0,4,80 m²,1,3
"Trilocale via San Bernardino 32, San Paolo, Torino",05/08/2022,€ 169.000,0,3,85 m²,1,T
"Trilocale via Salbertrand 36, Parella, Torino",25/11/2022,€ 90.000,0,3,65 m²,1,2
"Bilocale via Moretta 10, Cenisia, Torino",14/10/2022,€ 60.000,0,2,53 m²,1,T
"Trilocale via Testona 31, Italia 61, Torino",28/11/2022,€ 147.000,0,3,80 m²,1,2
"Trilocale via Bernardino Luini 150, Lucento, Torino",15/12/2022,€ 119.000,0,3,85 m²,1,1
"Quadrilocale via Tronzano 7, Rebaudengo, Torino",05/11/2022,€ 84.900,0,4,90 m²,2,1
"Bilocale via Candiolo 16, Mirafiori Sud - Onorato Vigliani, Torino",28/11/2022,€ 55.000,0,2,50 m²,1,3
"Trilocale corso Bramante 81, San Salvario, Torino",27/12/2022,€ 119.000,0,3,75 m²,1,9
"Bilocale via Fea Leonardo 24, Borgo Vittoria, Torino",27/12/2022,€ 74.000,0,2,65 m²,1,1
"Appartamento corso AGNELLI 38, Santa Rita, Torino",05/10/2022,€ 375.000,0,5+,165 m²,2,5
"Quadrilocale corso Bramante 61, San Salvario, Torino",27/12/2022,€ 189.000,0,4,90 m²,2,1
"Trilocale corso Moncalieri 261, Cavoretto, Torino",02/01/2023,€ 79.000,0,3,50 m²,1,4
"Appartamento via Pietro Canonica, Città Giardino, Torino",05/07/2022,€ 319.000,0,5+,160 m²,3,7
"Trilocale via Cagliari 22, Regio Parco, Torino",28/12/2022,€ 225.000,0,3,68 m²,1,T
"Bilocale via Valentino Carrera 64, Parella, Torino",07/12/2022,€ 89.000,0,2,55 m²,1,4
"Trilocale via Domodossola 36, Parella, Torino",25/11/2022,€ 119.000,0,3,70 m²,1,4
"Trilocale via Castelgomberto 122, Santa Rita, Torino",03/10/2022,€ 190.000,0,3,80 m²,1,7
"Trilocale corso SIRACUSA 44, Santa Rita, Torino",18/10/2022,€ 185.000,0,3,83 m²,1,5
"Appartamento via renier 25, San Paolo, Torino",26/11/2022,€ 379.000,0,5,150 m²,2,5
"Bilocale via Fratelli Garrone 39/109, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 94.000,0,2,55 m²,1,1
"Quadrilocale via Pastrengo 25, Crocetta, Torino",25/10/2022,€ 316.000,0,4,130 m²,1,T
"Trilocale corso Traiano 14/11, Mirafiori Sud - Onorato Vigliani, Torino",03/01/2023,€ 119.000,1,3,90 m²,1,7
"Bilocale corso Giulio Cesare 40, Aurora, Torino",22/11/2022,€ 59.000,0,2,51 m²,1,4
"Attico via Giovanni Spano 31, Lingotto, Torino",28/11/2022,€ 155.000,0,3,80 m²,1,6
"Bilocale via Cossila 21, Vanchiglietta, Torino",20/12/2022,€ 94.000,0,2,45 m²,1,T
"Trilocale via foligno 28, Madonna di Campagna, Torino",07/12/2022,€ 99.000,0,3,75 m²,1,3
"Trilocale via Michele Lessona 75, Parella, Torino",30/11/2022,€ 90.000,0,3,60 m²,1,3
"Trilocale via Pozzo Strada 6, Pozzo Strada, Torino",19/09/2022,€ 99.000,0,3,70 m²,2,4
"Bilocale via Romagnano 11, Parella, Torino",25/11/2022,€ 60.000,0,2,55 m²,2,R
"Monolocale via Cagliari 22, Regio Parco, Torino",28/12/2022,€ 123.000,0,1,35 m²,1,T
"Bilocale via Monginevro 138, Pozzo Strada, Torino",12/12/2022,€ 89.000,0,2,45 m²,1,
"Trilocale corso Bramante 89, San Salvario - Dante, Torino",27/12/2022,€ 189.000,0,3,75 m²,1,3
"Trilocale via Salbertrand 63, Parella, Torino",24/11/2022,€ 95.000,0,3,70 m²,1,4
"Trilocale via Giacinto Pacchiotti 44, Parella, Torino",24/11/2022,€ 105.000,0,3,75 m²,1,3
"Trilocale via Ragusa 11, Santa Rita, Torino",17/10/2022,€ 129.000,0,3,82 m²,1,1
"Bilocale via foligno 79, Madonna di Campagna, Torino",07/12/2022,€ 57.000,0,2,55 m²,1,3
"Bilocale piazza Borgo Dora 42, Aurora, Torino",01/08/2022,€ 92.000,0,2,55 m²,1,5
"Trilocale via Bartolomeo Bona 47, San Secondo, Torino",29/12/2022,€ 165.000,0,3,76 m²,1,2
"Quadrilocale via Borgosesia 36, Parella, Torino",30/12/2022,€ 415.000,0,4,130 m²,2,4
"Trilocale largo Errico Giachino 110, Borgo Vittoria, Torino",14/11/2022,€ 98.000,0,3,80 m²,1,1
"Bilocale via governolo 6, San Secondo, Torino",01/12/2022,€ 109.000,0,2,60 m²,1,T
"Trilocale via Romagnano 18, Parella, Torino",30/12/2022,€ 85.000,0,3,55 m²,1,1
"Bilocale via Giuseppe Garibaldi 8E, Quadrilatero Romano, Torino",29/12/2022,€ 199.000,0,2,70 m²,1,
"Appartamento via Giuseppe Baretti 7, San Salvario - Baretti, Torino",15/12/2022,€ 299.000,0,5+,180 m²,3,4
"Loft corso Svizzera 185, Lucento, Torino",14/07/2022,€ 237.000,0,2,126 m²,1,1
"Quadrilocale via Saorgio 48, Borgo Vittoria, Torino",16/09/2022,€ 149.000,0,4,80 m²,1,4
"Bilocale corso Regina Margherita 23, Vanchiglia, Torino",03/01/2023,€ 72.500,0,2,30 m²,1,3
"Bilocale via Monginevro 220, Pozzo Strada, Torino",08/12/2022,€ 89.000,0,2,55 m²,1,
"Attico corso Bernardino Telesio 82, Parella, Torino",17/12/2022,€ 248.000,0,3,75 m²,1,6
"Trilocale via CASTELGOMBERTO 42, Santa Rita, Torino",22/11/2022,€ 185.000,0,3,100 m²,1,10
"Trilocale corso Massimo d'Azeglio 118, San Salvario - Dante, Torino",27/12/2022,€ 259.000,0,3,75 m²,1,2
"Trilocale corso Bernardino Telesio 82/1, Parella, Torino",01/01/2023,€ 159.000,0,3,75 m²,1,6
"Trilocale via Cesare Balbo 8, Vanchiglia, Torino",19/10/2022,€ 139.000,0,3,82 m²,1,3
"Monolocale via Nizza 26, San Secondo, Torino",12/10/2022,€ 119.000,0,1,38 m²,1,5
"Quadrilocale via Giuseppe Baretti 36, San Salvario - Baretti, Torino",14/12/2022,€ 360.000,0,4,120 m²,1,1
"Trilocale piazza BASILICATA 2, Santa Rita, Torino",22/12/2022,€ 139.000,1,3,85 m²,1,5
"Bilocale via Asti 6, Gran Madre - Crimea, Torino",02/01/2023,€ 119.000,0,2,40 m²,1,T
"Bilocale piazza Emanuele Filiberto, Quadrilatero Romano, Torino",29/12/2022,€ 180.000,0,2,55 m²,1,2
"Quadrilocale via Nicola Fabrizi 43, Campidoglio, Torino",13/12/2022,€ 199.000,0,4,127 m²,1,3
"Trilocale via Artisti 10, Vanchiglia, Torino",03/01/2023,€ 199.000,0,3,70 m²,1,3
"Appartamento Strada Comunale da San Vito a Revigliasco 362, Colle della Maddalena, Torino",02/01/2023,€ 519.000,0,5,146 m²,2,2
"Bilocale via Exilles 30, Parella, Torino",25/11/2022,€ 129.000,0,2,65 m²,1,2
"Bilocale corso ORBASSANO, Centro Europa, Torino",04/07/2022,€ 79.000,0,2,65 m²,1,1
"Bilocale via Vincenzo Monti 11, San Salvario - Dante, Torino",13/12/2022,€ 89.000,0,2,50 m²,1,1
"Bilocale via Carlo Capelli 43, Parella, Torino",07/12/2022,€ 127.000,0,2,60 m²,1,5
"Trilocale via Vittorio Asinari di Bernezzo 1, Parella, Torino",25/11/2022,€ 109.000,0,3,65 m²,1,R
"Bilocale via Carlo Pisacane 44, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 54.000,0,2,60 m²,1,3
"Bilocale piazza mattirolo 11, Madonna di Campagna, Torino",07/12/2022,€ 29.000,0,2,50 m²,1,5
"Bilocale via lauro rossi 11, Barriera di Milano, Torino",16/07/2022,€ 59.900,0,2,55 m²,1,5
"Quadrilocale via Adolphe Daubrée 6, Parco Dora, Torino",03/01/2023,€ 230.000,0,4,95 m²,2,3
"Bilocale via Duino 191, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 44.000,0,2,60 m²,1,5
"Bilocale via ugo foscolo 7, San Salvario - Dante, Torino",27/12/2022,€ 119.000,0,2,75 m²,1,T
"Bilocale via Nizza 99, San Salvario, Torino",27/12/2022,€ 135.000,1,2,55 m²,1,1
"Bilocale via Fratel Teodoreto 3, Mirafiori Sud - Onorato Vigliani, Torino",03/01/2023,€ 75.000,0,2,45 m²,1,1
"Trilocale via Guastalla 10, Vanchiglia, Torino",16/11/2022,€ 135.000,0,3,75 m²,1,2
"Appartamento via Castellino 7, Pozzo Strada, Torino",29/10/2022,€ 365.000,0,5,165 m²,2,8
"Trilocale corso Brianza 23, Vanchiglietta, Torino",03/01/2023,€ 179.000,0,3,130 m²,1,R
"Trilocale corso Peschiera 305, Pozzo Strada, Torino",22/07/2022,€ 225.000,0,3,80 m²,1,2
"Bilocale via Candiolo 41, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 119.000,0,2,60 m²,1,4
"Trilocale via Gaetano Filangieri 16, Crocetta, Torino",24/10/2022,€ 279.000,0,3,96 m²,1,R
"Bilocale via Villa Tommaso 75, Mirafiori Sud - Onorato Vigliani, Torino",03/01/2023,€ 85.000,0,2,60 m²,1,6
"Trilocale via Crevacuore 37, Parella, Torino",14/12/2022,€ 109.000,0,3,70 m²,1,5
"Bilocale via Santa Giulia 23, Vanchiglia, Torino",03/01/2023,€ 74.500,0,2,43 m²,1,T
"Monolocale via Nizza 26, San Secondo, Torino",22/11/2022,€ 123.000,0,1,38 m²,1,6
"Bilocale via Viverone 12, Parella, Torino",25/11/2022,€ 112.000,0,2,70 m²,1,1
"Bilocale via Valdieri 24, Cenisia, Torino",04/10/2022,€ 115.000,0,2,50 m²,1,2
"Trilocale via Carlo Marochetti 7, San Salvario, Torino",27/12/2022,€ 199.000,0,3,78 m²,1,2
"Trilocale via San Donato 22, San Donato, Torino",02/12/2022,€ 240.000,0,3,120 m²,1,1
"Appartamento Strada del Fortino 26, Aurora, Torino",25/10/2022,€ 199.000,0,5+,150 m²,2,3
"Bilocale via Giovanni da Verazzano 59, Crocetta, Torino",29/12/2022,€ 119.000,0,2,51 m²,1,R
"Bilocale via Amerigo Vespucci 51, Crocetta, Torino",29/12/2022,€ 125.000,0,2,47 m²,1,1
"Trilocale corso Carlo e Nello Rosselli 105//10I, Santa Rita, Torino",04/11/2022,€ 215.000,0,3,88 m²,1,6
"Bilocale via Gian Domenico Cassini 85, Crocetta, Torino",29/12/2022,€ 129.000,0,2,57 m²,1,T
"Bilocale via Villarbasse 37, San Paolo, Torino",13/12/2022,€ 130.000,0,2,60 m²,1,T
"Trilocale via lurisia 15, San Paolo, Torino",17/11/2022,€ 159.000,0,3,80 m²,1,9
"Quadrilocale via DELLE BETULLE 17, Falchera, Torino",14/10/2022,€ 99.000,0,4,90 m²,1,1
"Appartamento via Madama Cristina 9, San Salvario - Baretti, Torino",02/12/2022,€ 229.000,0,5,150 m²,1,T
"Appartamento via Fratelli Carle 46, Crocetta, Torino",29/12/2022,€ 509.000,0,5,131 m²,1,1
"Quadrilocale corso Siracusa 39, Santa Rita, Torino",16/09/2022,€ 330.000,0,4,110 m²,2,1
"Bilocale via Francesco Millio 61, San Paolo, Torino",13/12/2022,€ 89.000,0,2,60 m²,1,2
"Quadrilocale corso Alcide De Gasperi 2, Crocetta, Torino",28/12/2022,€ 259.000,1,4,85 m²,1,4
"Bilocale corso Tassoni 80, San Donato, Torino",13/10/2022,€ 59.000,0,2,65 m²,1,R
"Trilocale via randaccio 39, Borgo Vittoria, Torino",17/10/2022,€ 185.000,0,3,100 m²,2,1
"Trilocale via bibiana 95, Borgo Vittoria, Torino",25/11/2022,€ 125.000,0,3,110 m²,1,1
"Trilocale corso UMBRIA 19, Don Bosco, Torino",20/12/2022,€ 94.000,0,3,78 m²,1,5
"Loft via Vincenzo Gioberti 65, Crocetta, Torino",22/11/2022,€ 129.000,0,2,45 m²,1,T
"Bilocale via San Paolo 88, San Paolo, Torino",13/12/2022,€ 120.000,0,2,50 m²,1,2
"Bilocale via MONTANARO 44, Barriera di Milano, Torino",14/12/2022,€ 34.900,0,2,53 m²,1,2
