title,date,price,is_discounted,locals,surface,bathrooms,floor
"Attico via Giovanni da Verrazzano 27, Crocetta, Torino",18/10/2022,€ 1.489.000,0,5,243 m²,3,4
"Quadrilocale corso Duca Degli Abruzzi, Crocetta, Torino",14/12/2022,€ 475.000,0,4,140 m²,3,5
"Trilocale via Giovanni da Verrazzano 27, Crocetta, Torino",18/10/2022,€ 499.000,0,3,119 m²,2,T
"Quadrilocale via Giovanni da Verrazzano 27, Crocetta, Torino",18/10/2022,€ 550.000,0,4,94 m²,2,4
"Quadrilocale via Della Consolata, Quadrilatero Romano, Torino",21/12/2022,€ 265.000,0,4,107 m²,1,2
"Quadrilocale via Giovanni da Verrazzano 27, Crocetta, Torino",18/10/2022,€ 457.000,0,4,94 m²,2,2
"Quadrilocale Lungo Po Alessandro Antonelli 209, Vanchiglietta, Torino",15/12/2022,€ 465.000,0,4,125 m²,2,9
"Quadrilocale corso Grosseto 274, Madonna di Campagna, Torino",13/12/2022,€ 169.000,0,4,100 m²,1,1
"Trilocale Strada Lanzo 136, Barriera di Lanzo, Torino",20/12/2022,€ 125.000,0,3,92 m²,1,1
"Trilocale corso Cosenza 123, Mirafiori Nord, Torino",05/12/2022,€ 169.000,0,3,85 m²,1,
"Bilocale via Brione 28, Campidoglio, Torino",18/11/2022,€ 145.000,0,2,58 m²,1,5
"Quadrilocale via Gattinara 5, Vanchiglietta, Torino",11/07/2022,€ 197.000,0,4,105 m²,2,2
"Quadrilocale corso Tortona 17, Vanchiglia, Torino",07/11/2022,€ 275.000,0,4,110 m²,1,3
"Quadrilocale corso Potenza 144, Madonna di Campagna, Torino",21/11/2022,€ 145.000,0,4,116 m²,2,8
"Trilocale via Giuseppe Garibaldi 20, Quadrilatero Romano, Torino",25/12/2022,€ 529.000,0,3,125 m²,1,1
"Bilocale via Alfonso Badini Confalonieri, Madonna di Campagna, Torino",30/12/2022,€ 98.000,0,2,50 m²,1,1
"Appartamento via Vincenzo Nazzaro 3, Campidoglio, Torino",01/12/2022,€ 285.000,0,5,132 m²,2,5
"Quadrilocale via Giacomo Medici 84, Parella, Torino",27/12/2022,€ 138.000,0,4,90 m²,1,4
"Appartamento via Barletta 150, Santa Rita, Torino",19/05/2020,€ 320.000,0,5,140 m²,2,1
"Attico via Barletta 150, Santa Rita, Torino",05/03/2020,€ 460.000,0,5+,220 m²,3,5 - 6
"Quadrilocale via Oddino Morgari 2, San Salvario - Dante, Torino",30/12/2022,€ 249.000,0,4,100 m²,1,2
"Trilocale corso Belgio 166, Vanchiglietta, Torino",01/12/2022,€ 139.000,0,3,88 m²,1,1
"Quadrilocale via Carlo Botta, Cittadella, Torino",21/12/2022,€ 439.000,0,4,147 m²,3,1
"Trilocale via Ambrosio, 5, Barriera di Milano, Torino",14/11/2022,€ 129.000,0,3,84 m²,1,2
"Bilocale Strada del Cascinotto 28b, Barca, Torino",06/12/2022,€ 89.000,0,2,52 m²,1,4
"Trilocale via Tripoli 155, Santa Rita, Torino",12/12/2022,€ 139.000,0,3,73 m²,1,4
"Bilocale via Giovanni da Verrazzano 27, Crocetta, Torino",08/11/2022,€ 219.000,0,2,60 m²,1,1
"Appartamento corso Guglielmo Marconi 13, San Salvario - Baretti, Torino",17/10/2022,€ 630.000,0,5,185 m²,2,3
"Trilocale via Quincinetto 33/3, Barriera di Lanzo, Torino",19/10/2022,€ 159.000,0,3,85 m²,2,3
"Quadrilocale via Bobbio 14, San Paolo, Torino",07/12/2022,€ 225.000,0,4,100 m²,1,5
"Appartamento via palmieri 49, Cit Turin, Torino",01/12/2022,€ 365.000,0,5,140 m²,2,1
"Trilocale via Viverone 9, Parella, Torino",26/10/2022,€ 174.000,0,3,70 m²,1,4
"Appartamento piazza Savoia, Quadrilatero Romano, Torino",21/11/2022,€ 1.650.000,0,5+,370 m²,1,2
"Villa unifamiliare via mattie 9, Pozzo Strada, Torino",28/12/2022,€ 289.000,0,4,160 m²,2,
"Trilocale corso Vittorio Emanuele II 162, Cit Turin, Torino",28/11/2022,€ 295.000,0,3,80 m²,1,5
"Loft via Borgosesia 89, Parella, Torino",23/09/2022,€ 63.000,0,2,45 m²,1,T
"Quadrilocale via Edoardo Rubino 76, Centro Europa, Torino",15/11/2022,€ 229.000,0,4,118 m²,2,
"Appartamento corso massimo d'azeglio 30, San Salvario - Baretti, Torino",01/12/2022,€ 395.000,0,5,165 m²,2,1
"Attico corso Emilia 6, Aurora, Torino",20/12/2022,€ 380.000,0,3,180 m²,2,4
"Quadrilocale via Cernaia 28, Quadrilatero Romano, Torino",28/11/2022,€ 490.000,0,4,186 m²,2,T
"Quadrilocale corso racconigi 15, Cit Turin, Torino",29/11/2022,€ 320.000,0,4,105 m²,1,7
"Bilocale via Nizza 369, Nizza Millefonti, Torino",02/01/2023,€ 79.000,0,2,63 m²,1,1
"Trilocale corso Palermo 54, Aurora, Torino",15/12/2022,€ 75.000,0,3,60 m²,1,2
"Trilocale via Artisti 5, Vanchiglia, Torino",22/11/2022,€ 220.000,0,3,100 m²,1,1
"Trilocale corso Mortara 36, Parco Dora, Torino",12/12/2022,€ 155.000,0,3,80 m²,1,3
"Appartamento corso Carlo e Nello Rosselli 46, Crocetta, Torino",19/09/2022,€ 193.000,0,5,116 m²,1,R
"Appartamento corso Inghilterra 49, Cittadella, Torino",17/12/2022,€ 339.000,0,5,133 m²,2,1
"Quadrilocale corso Monte Cucco 154, Pozzo Strada, Torino",22/11/2022,€ 280.000,0,4,132 m²,2,1
"Trilocale corso Toscana 79, Lucento, Torino",09/11/2022,€ 113.000,0,3,80 m²,1,R
"Quadrilocale via Pramollo 2/B, Mirafiori Sud - Strada del Drosso, Torino",28/12/2022,€ 133.000,0,4,90 m²,1,3
"Attico via Michele Ponza 4, Piazza Solferino, Torino",06/12/2022,€ 770.000,0,5+,220 m²,3,5
"Appartamento via Giovanni Botero 7, Quadrilatero Romano, Torino",09/12/2022,€ 490.000,0,5,164 m²,2,1
"Quadrilocale via Pietro Canonica 1e, Città Giardino, Torino",22/09/2022,€ 222.000,0,4,131 m²,2,
"Quadrilocale via Principessa Felicita Di Savoia 8/12, Gran Madre - Crimea, Torino",02/01/2023,€ 790.000,0,4,177 m²,2,T
"Appartamento via Giovanni da Verrazzano 27, Crocetta, Torino",08/11/2022,€ 697.000,0,5,130 m²,2,1
"Quadrilocale via Viarigi 6, Lucento, Torino",07/12/2022,€ 225.000,0,4,132 m²,2,6
"Bilocale via Edoardo Daneo 6, Mirafiori Nord, Torino",12/12/2022,€ 75.000,0,2,60 m²,1,4
"Appartamento corso Moncalieri 450, Cavoretto, Torino",29/12/2022,€ 450.000,0,5+,240 m²,3,2
"Quadrilocale via Giuseppe Baretti 30, San Salvario - Baretti, Torino",28/12/2022,€ 179.000,1,4,100 m²,1,5
"Bilocale via Bordighera 6, Mirafiori Sud - Onorato Vigliani, Torino",15/11/2022,€ 85.000,0,2,65 m²,1,1
"Trilocale via Belfiore 64, San Salvario - Dante, Torino",22/11/2022,€ 140.000,0,3,75 m²,1,2
"Bilocale via carisio 5, Campidoglio, Torino",27/12/2022,€ 73.000,0,2,52 m²,1,R
"Quadrilocale via Onorato Vigliani 91, Mirafiori Sud - Onorato Vigliani, Torino",15/12/2022,€ 195.000,0,4,110 m²,1,2
"Attico viale Enrico Thovez, Colle della Maddalena, Torino",06/12/2022,€ 1.000.000,0,5+,260 m²,3+,3
"Trilocale via paolini 18, Cit Turin, Torino",23/12/2022,€ 169.000,0,3,85 m²,1,R
"Bilocale via Barletta 125, Santa Rita, Torino",22/12/2022,€ 99.000,0,2,69 m²,1,
"Appartamento corso Palestro 13, Quadrilatero Romano, Torino",30/11/2022,€ 620.000,0,5+,205 m²,2,2
"Trilocale corso Francia 1, Cit Turin, Torino",24/12/2022,€ 289.000,0,3,95 m²,1,1
"Trilocale Racconigi 60/43, Cenisia, Torino",28/12/2022,€ 96.000,0,3,80 m²,1,S - T
"Quadrilocale corso Vittorio Emanuele II 182, Cit Turin, Torino",30/12/2022,€ 199.000,0,4,110 m²,1,4
"Appartamento via Cimabue 3, Centro Europa, Torino",20/12/2022,€ 198.000,0,5,124 m²,2,7
"Appartamento corso Stati Uniti 53, Crocetta, Torino",11/10/2022,€ 550.000,0,5+,210 m²,2,1
"Quadrilocale via Capriolo 27, Cenisia, Torino",29/10/2022,€ 215.000,0,4,120 m²,2,2
"Quadrilocale via Monforte 10, Cenisia, Torino",21/12/2022,€ 395.000,0,4,174 m²,2,4
"Monolocale via Ormea 164, San Salvario - Dante, Torino",03/01/2023,€ 65.000,0,1,35 m²,1,4
"Bilocale via Giovanni Michele Boccardo 26, Borgo Vittoria, Torino",22/12/2022,€ 39.900,0,2,55 m²,1,1
"Appartamento corso Giulio Cesare 4, Aurora, Torino",23/10/2022,€ 950.000,0,5+,1.100 m²,3+,1 - 2
"Appartamento via Ventimiglia 206, Italia 61, Torino",28/12/2022,€ 480.000,0,5+,180 m²,2,3
"Mansarda via Giovanni Boccaccio 71, Madonna del Pilone, Torino",28/11/2022,€ 179.000,0,3,110 m²,1,4
"Trilocale via Torricelli  56, Crocetta, Torino",08/09/2022,€ 395.000,0,3,115 m²,2,T
"Appartamento via Valle Stretta 4, Bertolla, Torino",10/10/2022,€ 89.000,0,5,95 m²,1,T
"Bilocale via Lussimpiccolo 5, San Paolo, Torino",28/12/2022,€ 95.000,0,2,57 m²,1,R
"Appartamento via Alfonso La Marmora 41, Crocetta, Torino",23/12/2022,€ 570.000,0,5,180 m²,2,2
"Trilocale via Andrea Sansovino 95, Le Vallette, Torino",23/12/2022,€ 126.000,1,3,85 m²,1,6
"Appartamento corso Re Umberto 94, Crocetta, Torino",09/11/2022,€ 650.000,0,5+,275 m²,3,4
"Appartamento via 20 Settembre 22, Via Roma, Torino",03/01/2023,€ 970.000,0,5+,230 m²,3+,6
"Bilocale via Sospello 143, Borgo Vittoria, Torino",22/12/2022,€ 49.900,0,2,55 m²,1,6
"Trilocale corso Moncalieri 19, Gran Madre - Crimea, Torino",30/11/2022,€ 240.000,0,3,90 m²,1,3
"Bilocale via Candiolo 26, Mirafiori Sud - Onorato Vigliani, Torino",28/11/2022,€ 65.000,0,2,50 m²,1,R
"Bilocale via Spalato 98, San Paolo, Torino",03/12/2022,€ 179.000,0,2,68 m²,1,
"Trilocale via Alassio 10, Lingotto, Torino",03/01/2023,€ 129.000,0,3,75 m²,1,3
"Attico via Bistagno 26, Santa Rita, Torino",03/01/2023,€ 149.000,0,2,67 m²,1,
"Attico corso Toscana 182, Lucento, Torino",28/11/2022,€ 169.000,0,4,144 m²,2,7
"Trilocale via Bernardo De Canal 47, Mirafiori Nord, Torino",16/12/2022,€ 105.000,0,3,85 m²,1,1
"Trilocale via Pinchia 15/42, Centro Europa, Torino",21/12/2022,€ 149.000,0,3,75 m²,1,3
"Trilocale via Ilarione Petitti 13, San Salvario - Dante, Torino",24/11/2022,€ 230.000,0,3,86 m²,1,2
"Trilocale via Carolina Invernizio, Mirafiori Nord, Torino",02/12/2022,€ 140.000,0,3,90 m²,1,5
"Quadrilocale piazza Francesco Crispi 61, Barriera di Milano, Torino",14/09/2022,€ 100.000,0,4,85 m²,1,3
"Appartamento via Volpianoo 5, Barriera di Milano, Torino",22/12/2022,€ 129.000,0,5,125 m²,1,T
"Trilocale corso Racconigi 20, Cenisia, Torino",16/12/2022,€ 190.000,0,3,80 m²,1,3
"Appartamento via Gravere 13, Parella, Torino",08/09/2022,€ 380.000,0,5,132 m²,2,3
"Bilocale corso Vercelli 88, Barriera di Milano, Torino",22/12/2022,€ 49.900,0,2,65 m²,2,T
"Bilocale Strada del Portone, Mirafiori Sud - Strada del Drosso, Torino",29/12/2022,€ 99.000,0,2,65 m²,1,5
"Appartamento via Bernardo De Canal 44, Mirafiori Nord, Torino",05/11/2022,€ 268.000,0,5,142 m²,2,3
"Bilocale via Brione 10, Campidoglio, Torino",06/09/2022,€ 98.000,0,2,57 m²,1,
"Attico corso Alessandro Tassoni 4, San Donato, Torino",03/01/2023,€ 1.390.000,0,5+,290 m²,2,10
"Attico via Ludovico Bellardi 21/bis, Parella, Torino",03/11/2022,€ 199.000,0,5,115 m²,1,5
"Quadrilocale viale 25 Aprile 10, Cavoretto, Torino",12/09/2022,€ 330.000,0,4,143 m²,2,
"Bilocale via Gabriele Chiabrera 35, San Salvario - Dante, Torino",29/12/2022,€ 390.000,0,2,86 m²,2,1
"Quadrilocale via Gabriele Chiabrera 35, San Salvario - Dante, Torino",29/12/2022,€ 460.000,0,4,106 m²,2,2
"Trilocale via Principe Tommaso, San Salvario - Baretti, Torino",02/01/2023,€ 99.000,0,3,70 m²,1,4
"Appartamento via Gabriele Chiabrera 35, San Salvario - Dante, Torino",29/12/2022,€ 1.170.000,0,5+,226 m²,3+,3
"Appartamento via Buenos Aires 106, Santa Rita, Torino",24/11/2022,€ 290.000,0,5,150 m²,2,1
"Trilocale via Mario Crimi 15, Lucento, Torino",12/12/2022,€ 75.000,0,3,78 m²,1,1
"Appartamento corso Alessandro Tassoni 4, San Donato, Torino",03/01/2023,€ 890.000,0,5,189 m²,3,9
"Bilocale corso Orbassano 272, Mirafiori Nord, Torino",19/12/2022,€ 109.000,0,2,57 m²,1,4
"Quadrilocale corso Lucio Quinzio Cincinnato 140, Lucento, Torino",30/11/2022,€ 149.000,0,4,140 m²,2,3
"Appartamento via Giovanni Servais 176/6, Parella, Torino",06/12/2022,€ 570.000,0,5+,240 m²,3+,4
"Quadrilocale via Giuseppe Garibaldi 57, Cittadella, Torino",09/11/2022,€ 370.000,0,4,120 m²,1,2
"Bilocale via Saluzzo 32, San Salvario - Baretti, Torino",26/10/2022,€ 168.000,0,2,69 m²,1,3
"Quadrilocale via Sostegno 83, Parella, Torino",05/12/2022,€ 295.000,0,4,121 m²,2,4
"Trilocale via Candiolo 26, Mirafiori Sud - Onorato Vigliani, Torino",28/11/2022,€ 125.000,0,3,80 m²,1,2
"Quadrilocale via Francesco Cigna 119, Barriera di Milano, Torino",01/12/2022,€ 195.000,0,4,97 m²,2,1
"Quadrilocale via Frejus 118, Cenisia, Torino",30/11/2022,€ 209.000,0,4,110 m²,2,T
"Appartamento via Bainsizza 16, Santa Rita, Torino",03/01/2023,€ 198.000,0,5,120 m²,1,6
"Quadrilocale corso Duca degli Abruzzi 62, Crocetta, Torino",23/11/2022,€ 350.000,0,4,110 m²,1,5
"Trilocale corso Francesco Ferrucci 96, Cenisia, Torino",02/11/2022,€ 230.000,0,3,83 m²,1,5
"Bilocale via Piossasco 11, Aurora, Torino",16/12/2022,€ 59.900,0,2,60 m²,1,2
"Loft via dell'Accademia Albertina 31, Via della Rocca, Torino",28/12/2022,€ 512.000,0,3,140 m²,3,T
"Bilocale via Candido Viberti 25, Pozzo Strada, Torino",30/12/2022,€ 108.000,0,2,56 m²,1,R
"Quadrilocale via Exilles, Parella, Torino",16/12/2022,€ 119.000,0,4,90 m²,2,1
"Appartamento corso Re Umberto 38, Crocetta, Torino",28/12/2022,€ 795.000,0,5+,240 m²,3+,2
"Appartamento via Gobetti, Via Roma, Torino",19/12/2022,€ 1.180.000,0,5,145 m²,2,6
"Villa bifamiliare Strada del Fioccardo 202/12, Cavoretto, Torino",26/10/2022,€ 820.000,0,5+,390 m²,3+,
"Appartamento via Caraglio 7, San Paolo, Torino",27/12/2022,€ 188.000,0,5,120 m²,1,R
"Trilocale corso Potenza 158, Madonna di Campagna, Torino",26/12/2022,€ 178.450,0,3,83 m²,2,3
"Quadrilocale corso Re Umberto 57, Crocetta, Torino",25/11/2022,€ 595.000,0,4,163 m²,2,3
"Loft via Nuoro 42, Santa Rita, Torino",12/12/2022,€ 149.000,0,3,75 m²,1,T
"Loft via Saluzzo 29, San Salvario - Baretti, Torino",23/12/2022,€ 230.000,0,2,55 m²,1,T
"Bilocale via Antonio Banfo 56, Barriera di Milano, Torino",22/12/2022,€ 24.900,0,2,52 m²,1,3
"Bilocale corso Potenza 158, Madonna di Campagna, Torino",26/12/2022,€ 133.300,0,2,62 m²,1,3
"Appartamento via Roma 333, Via Roma, Torino",30/12/2022,€ 868.000,0,5,185 m²,2,3
"Quadrilocale via Giovanni Bovetti 12, Mirafiori Sud - Onorato Vigliani, Torino",04/12/2022,€ 114.000,0,4,115 m²,1,5
"Appartamento via Graglia 6, Santa Rita, Torino",27/12/2022,€ 440.000,1,5,200 m²,2,4
"Monolocale via Passalacqua 3, Cittadella, Torino",29/12/2022,€ 105.000,0,1,41 m²,1,T
"Trilocale via Monginevro 138, Pozzo Strada, Torino",02/01/2023,€ 159.000,0,3,87 m²,1,
"Appartamento corso San Maurizio 73, Vanchiglia, Torino",07/12/2022,€ 450.000,0,5+,205 m²,2,
"Appartamento via pollenzo 49, San Paolo, Torino",27/12/2022,€ 229.000,0,5,135 m²,2,1
"Quadrilocale corso Orbassano 76, Santa Rita, Torino",30/12/2022,€ 365.000,0,4,145 m²,2,3
"Quadrilocale Strada della Magra, Barca, Torino",23/11/2022,€ 128.000,0,4,90 m²,2,8
"Bilocale via Riva del Garda 8, Mirafiori Nord, Torino",26/11/2022,€ 105.000,0,2,60 m²,1,1
"Bilocale via Matera, 15, Santa Rita, Torino",07/12/2022,€ 109.000,0,2,60 m²,1,4
"Appartamento corso Taranto, Regio Parco, Torino",24/11/2022,€ 99.000,0,5,95 m²,1,R
"Appartamento corso Monte Grappa 61, Parella, Torino",19/12/2022,€ 472.000,0,5,143 m²,2,6
"Appartamento corso Galileo Ferraris 140, Crocetta, Torino",13/12/2022,€ 450.000,0,5+,198 m²,2,1
"Monolocale via Montello 3, Madonna di Campagna, Torino",18/11/2022,€ 28.000,0,1,25 m²,1,5
"Bilocale via Nicola Porpora 29/25, Rebaudengo, Torino",21/12/2022,€ 62.900,0,2,51 m²,1,
"Trilocale via Asiago 71, Pozzo Strada, Torino",29/12/2022,€ 82.000,0,3,65 m²,1,T
"Trilocale via Botero, Quadrilatero Romano, Torino",30/11/2022,€ 365.000,0,3,146 m²,2,1
"Quadrilocale via Roma 305, Via Roma, Torino",05/12/2022,€ 519.000,0,4,89 m²,1,3
"Loft via Veglia 10, Santa Rita, Torino",15/11/2022,€ 280.000,0,4,122 m²,2,T
"Appartamento via San Francesco d'Assisi, Quadrilatero Romano, Torino",06/12/2022,€ 650.000,0,5+,270 m²,3+,1
"Trilocale via Sandro Botticelli 180, Regio Parco, Torino",03/10/2022,€ 95.000,0,3,95 m²,1,2
"Bilocale via Enrico Dandolo 4, Mirafiori Nord, Torino",27/12/2022,€ 90.000,0,2,60 m²,1,6
"Trilocale via Ormea 81, San Salvario - Dante, Torino",17/10/2022,€ 157.000,0,3,80 m²,1,2
"Appartamento corso San Maurizio 36, Giardini Reali, Torino",28/09/2022,€ 395.000,0,5,162 m²,1,5
"Trilocale piazza Vittorio Veneto, Giardini Reali, Torino",26/09/2022,€ 580.000,0,3,70 m²,1,6
"Appartamento corso Principe Oddone 38, Aurora, Torino",07/12/2022,€ 135.000,0,5,120 m²,1,1
"Quadrilocale via Saluzzo 23, San Salvario - Baretti, Torino",13/12/2022,€ 249.000,0,4,108 m²,2,1
"Appartamento corso Fiume, Gran Madre - Crimea, Torino",30/12/2022,€ 1.080.000,0,5+,243 m²,3,
"Appartamento via San Pio V, San Salvario - Baretti, Torino",14/12/2022,€ 465.000,0,5,143 m²,2,2
"Trilocale via Paolo Sarpi 56, Santa Rita, Torino",18/11/2022,€ 129.000,0,3,73 m²,1,5
"Quadrilocale via Melezet 11, Parella, Torino",30/11/2022,€ 179.000,0,4,110 m²,1,2
"Quadrilocale via Buenos Aires 18, Santa Rita, Torino",07/12/2022,€ 265.000,0,4,110 m²,2,2
"Bilocale via Conte di Roccavione 107, Borgo Vittoria, Torino",02/01/2023,€ 45.000,0,2,46 m²,1,
"Trilocale corso TASSONI 2, San Donato, Torino",06/12/2022,€ 330.000,0,3,92 m²,1,1
"Attico via Antonio Canova 24, San Salvario - Dante, Torino",14/12/2022,€ 310.000,0,4,110 m²,1,5
"Bilocale corso Francia 123, Cit Turin, Torino",05/12/2022,€ 109.000,0,2,53 m²,1,T
"Trilocale via Pordenone 6, Santa Rita, Torino",22/11/2022,€ 132.000,0,3,75 m²,1,4
"Trilocale via Oropa 58/4, Vanchiglietta, Torino",03/01/2023,€ 159.000,0,3,80 m²,1,2
"Quadrilocale via Principi d'Acaja 20, Cit Turin, Torino",29/11/2022,€ 244.000,0,4,108 m²,2,R
"Bilocale via Saverio Mercadante 95, Barriera di Milano, Torino",14/12/2022,€ 65.000,0,2,69 m²,1,2
"Bilocale via Bologna 107, Barriera di Milano, Torino",14/12/2022,€ 73.000,1,2,60 m²,1,2
"Bilocale via Francesco Morosini 12, Crocetta, Torino",21/12/2022,€ 189.000,0,2,75 m²,1,
"Trilocale corso Dante Alighieri 2, San Secondo, Torino",29/12/2022,€ 280.000,0,3,121 m²,1,5
"Appartamento via Asiago 34, Pozzo Strada, Torino",08/09/2022,€ 250.000,0,5,138 m²,3,1
"Trilocale corso Emilia 35, Aurora, Torino",29/12/2022,€ 84.000,0,3,70 m²,1,4
"Trilocale via Giovanni Cena 2, Rebaudengo, Torino",12/12/2022,€ 99.000,0,3,70 m²,1,7
"Trilocale via Carlo Alberto  47, Via Roma, Torino",20/09/2022,€ 378.000,0,3,73 m²,1,3
"Monolocale via Evangelista Torricelli 38, Crocetta, Torino",13/12/2022,€ 55.000,0,1,15 m²,1,T
"Trilocale corso Novara 36, Aurora, Torino",19/10/2022,€ 109.000,0,3,87 m²,1,2
"Quadrilocale via Vincenzo Monti 40, San Salvario - Dante, Torino",13/12/2022,€ 420.000,0,4,112 m²,2,2
"Bilocale via Melchiorre Voli 8, Mirafiori Nord, Torino",07/06/2022,€ 80.000,0,2,44 m²,1,2
"Appartamento piazza Lorenzo Bernini, Cit Turin, Torino",30/12/2022,€ 660.000,0,5,164 m²,3,5
"Trilocale via Amedeo Peyron 54, San Donato, Torino",19/12/2022,€ 195.000,0,3,80 m²,1,2
"Appartamento piazza Lorenzo Bernini, Cit Turin, Torino",30/12/2022,€ 890.000,0,5+,189 m²,3,9
"Trilocale via Vincenzo Lancia 116, Pozzo Strada, Torino",16/03/2022,€ 90.000,0,3,60 m²,1,1
"Loft via Giuseppe Garibaldi 18, Quadrilatero Romano, Torino",28/11/2022,€ 130.000,0,1,35 m²,1,T
"Quadrilocale nuovo, quarto piano, Barriera di Milano, Torino",16/12/2022,€ 158.000,0,4,120 m²,2,
"Trilocale corso Re Umberto 144, Santa Rita, Torino",24/11/2022,€ 160.000,0,3,70 m²,1,3
"Appartamento corso Vittorio Emanuele, 233, Cenisia, Torino",20/10/2022,€ 380.000,0,5,140 m²,1,5
"Villa unifamiliare, buono stato, 675 m², Colle della Maddalena, Torino",28/12/2022,€ 735.000,0,5+,675 m²,3+,
"Bilocale via Gaetano Mosca 18, Borgo Vittoria, Torino",18/01/2022,€ 39.000,0,2,57 m²,1,R
"Open space via Nicola Fabrizi 92, Parella, Torino",13/12/2022,€ 106.000,0,3,82 m²,1,R
"Bilocale corso Regina Margherita 86BIS, Vanchiglia, Torino",01/07/2022,€ 149.000,0,2,61 m²,1,T
"Appartamento corso Fiume 10, Gran Madre - Crimea, Torino",28/11/2022,Prezzo su richiesta,0,5+,246 m²,2,1
"Trilocale via Raffaele Cadorna 33, Santa Rita, Torino",29/12/2022,€ 128.000,0,3,80 m²,1,3
"Attico via Paolo Sacchi 28, San Secondo, Torino",13/12/2022,€ 520.000,0,4,176 m²,2,4
"Quadrilocale via Riccardo Sineo 3, Vanchiglia, Torino",26/10/2022,€ 248.000,0,4,95 m²,1,1
"Bilocale via della Rocca 39, Via della Rocca, Torino",28/10/2022,€ 210.000,0,2,66 m²,1,1
"Trilocale via Medail 23, San Donato, Torino",14/06/2022,€ 170.000,0,3,82 m²,1,4
"Bilocale via Raffaele Cadorna 30, Santa Rita, Torino",01/12/2022,€ 105.000,0,2,55 m²,1,2
"Loft via Gravere 15, Parella, Torino",15/02/2022,€ 79.000,0,2,45 m²,1,T
"Trilocale ottimo stato, quarto piano, Madonna del Pilone, Torino",20/06/2022,€ 200.000,0,3,86 m²,2,4
"Bilocale da ristrutturare, primo piano, Nizza Millefonti, Torino",20/06/2022,€ 70.000,0,2,45 m²,1,1
"Quadrilocale corso ferrucci, 27, Cit Turin, Torino",03/01/2023,€ 337.000,0,4,126 m²,2,6
"Trilocale via Luigi Ferdinando Marsigli 98, Pozzo Strada, Torino",10/12/2022,€ 179.000,0,3,70 m²,1,2
"Trilocale via Pomba 27, Via Roma, Torino",12/12/2022,€ 320.000,0,3,89 m²,2,1
"Trilocale via Maria Vittoria 6, Via Roma, Torino",09/09/2022,€ 246.000,0,3,80 m²,1,4
"Bilocale via Conte Luigi Tarino 7, Vanchiglia, Torino",02/12/2022,€ 165.000,0,2,65 m²,1,1
"Quadrilocale via Crevacuore 9, Parella, Torino",28/12/2022,€ 180.000,0,4,95 m²,1,3
"Bilocale via Nizza 26, San Secondo, Torino",08/09/2022,€ 114.000,0,2,35 m²,1,3
"Quadrilocale piazza Tancredi Galimberti 11, Lingotto, Torino",19/09/2022,€ 163.000,0,4,105 m²,1,2
"Bilocale via Pietro Baiardi, Nizza Millefonti, Torino",15/11/2022,€ 109.000,0,2,70 m²,1,R
"Appartamento piazza Sofia 29, Regio Parco, Torino",19/12/2022,€ 297.000,0,5+,268 m²,3,
"Bilocale via Foggia 19, Aurora, Torino",16/12/2022,€ 118.000,0,2,49 m²,1,
"Loft via Giuseppe Garibaldi 18, Quadrilatero Romano, Torino",28/11/2022,€ 170.000,0,2,70 m²,1,T
"Bilocale via Don Giovanni Bosco, Don Bosco, Torino",29/10/2022,€ 68.000,0,2,60 m²,1,2
"Appartamento corso Dante 101, San Salvario - Dante, Torino",01/09/2022,€ 1.650.000,0,5+,330 m²,3,8
"Quadrilocale via Oropa 110, Vanchiglietta, Torino",30/11/2022,€ 268.000,0,4,95 m²,2,1
"Trilocale via Poirino 24, Lingotto, Torino",01/12/2022,€ 125.000,0,3,80 m²,1,4
"Trilocale corso Piero Maroncelli 4BIS, Italia 61, Torino",30/12/2022,€ 109.000,0,3,80 m²,1,4
"Appartamento via SAN FRANCESCO DA PAOLA, Via della Rocca, Torino",21/12/2022,Prezzo su richiesta,0,5,120 m²,1,3
"Appartamento corso Monte Grappa 58, Parella, Torino",13/12/2022,€ 258.000,0,5,140 m²,2,1
"Quadrilocale via Anton Giulio Barrili 22, Santa Rita, Torino",28/12/2022,€ 299.000,0,4,103 m²,1,3
"Bilocale corso Belgio 116, Vanchiglietta, Torino",20/09/2022,€ 99.000,0,2,50 m²,1,5
"Bilocale via Aosta 44, Aurora, Torino",28/12/2022,€ 59.900,0,2,58 m²,1,3
"Trilocale via Sandro Botticelli 168, Regio Parco, Torino",26/11/2022,€ 79.000,0,3,75 m²,1,2
"Bilocale via Santa Maria 2, Quadrilatero Romano, Torino",18/11/2022,€ 128.000,0,2,45 m²,1,1
"Quadrilocale via Francesco Petrarca 26, San Salvario - Dante, Torino",23/12/2022,€ 390.000,0,4,113 m²,2,3
"Trilocale Strada di Altessano 130, Le Vallette, Torino",29/12/2022,€ 169.000,0,3,86 m²,1,7 - 8
"Trilocale via Bologna 93, Barriera di Milano, Torino",10/12/2022,€ 89.900,0,3,79 m²,1,2
"Quadrilocale via Luigi Ferdinando Marsigli 7D, Pozzo Strada, Torino",26/08/2022,€ 371.000,0,4,117 m²,2,
"Trilocale via Gottardo 209, Regio Parco, Torino",28/12/2022,€ 129.000,0,3,91 m²,1,
"Mansarda via Matteo Pescatore, Giardini Reali, Torino",30/07/2022,€ 112.000,0,2,60 m²,1,4
"Trilocale via Venaria 73, Madonna di Campagna, Torino",11/07/2022,€ 129.000,0,3,85 m²,1,3
